Comuna;Año.de.Elección;Candidato..a.;Sigla.Partido;Votos.Totales;Porcentaje.2021;Electo;Lista
SAN NICOLAS;2021;252. JAIME BUSTOS ESPINOZA;IND;402;6.4;;IND
SAN NICOLAS;2021;253. MANUEL EDUARDO BELLO NUÑEZ;IND;1486;23.65;;IND
TREGUACO;2021;250. EDUARDO CELEDONIO VALENZUELA SALAZAR;PDC;773;17.91;;XU
TREGUACO;2021;251. JORGE MORALES SANHUEZA;UDI;1263;29.27;;XX
TREGUACO;2021;252. VICTOR MANUEL CHANDIA ARCE;IND;879;20.37;;IND
TREGUACO;2021;253. RAUL ESPEJO ESCOBAR;IND;1400;32.44;Electo;IND
YUNGAY;2021;250. RAFAEL CIFUENTES RODRIGUEZ;PS;2435;34.72;Electo;K
YUNGAY;2021;251. SEBASTIAN DEL CARMEN BAEZA BAEZA;IND;176;2.51;;YC
YUNGAY;2021;252. JUAN MANUEL LOPEZ RIVAS;IND;390;5.56;;IND
YUNGAY;2021;253. FRANCISCO GUIÑEZ ARRIAGADA;IND;1409;20.09;;IND
YUNGAY;2021;254. RODRIGO STUARDO HERNANDEZ;IND;618;8.81;;IND
YUNGAY;2021;255. JUANA SANDOVAL ROJAS;IND;1986;28.31;;IND
ALTO BIOBIO;2021;250. NIVALDO PIÑALEO LLAULEN;PPD;1651;52.38;Electo;K
ALTO BIOBIO;2021;251. JOSE MARIA PEREIRA CANIO;IND;83;2.63;;M
ALTO BIOBIO;2021;252. PEDRO LUCIANO MANQUEPI VIVANCO;UDI;579;18.37;;XX
ALTO BIOBIO;2021;253. FELIX VITA MANQUEPI;IND;810;25.7;;IND
ALTO BIOBIO;2021;254. ROGELIO MARIHUAN ANCANAO;IND;29;0.92;;IND
ANTUCO;2021;250. DIEGO FRANCISCO PEÑA GUTIERREZ;RN;160;6.41;;XX
ANTUCO;2021;251. MIGUEL ABUTER LEON;IND;977;39.13;Electo;IND
ANTUCO;2021;252. SANDRA LILIANA BOBADILLA CISTERNA;IND;732;29.32;;IND
ANTUCO;2021;253. CLAUDIO ANDRES REYES JELVES;IND;511;20.46;;IND
ANTUCO;2021;254. JORGE CORREA RIOS;IND;117;4.69;;IND
ARAUCO;2021;250. GONZALO MAURICIO GAYOSO SAEZ;PS;5132;39.24;Electo;K
ARAUCO;2021;251. MIGUEL JAIR SALDIAS SEPULVEDA;PCC;164;1.25;;YC
ARAUCO;2021;252. WALTER RODRIGUEZ LEAL;IND;1075;8.22;;IND
ARAUCO;2021;253. ELIZABETH NOEMI MARICAN RIVAS;IND;5128;39.21;;IND
ARAUCO;2021;254. HECTOR RAUL ULLOA MACHUCA;IND;626;4.79;;IND
ARAUCO;2021;255. HECTOR BRAVO BARRALES;IND;953;7.29;;IND
CABRERO;2021;250. CLAUDIO ANTONIO GONZALEZ RIVERA;IND;633;5.26;;K
CABRERO;2021;251. YUSEF SABAG ARANEDA;IND;4903;40.72;;IND
CABRERO;2021;252. MARIO ALEJANDRO GIERKE QUEVEDO;IND;6504;54.02;Electo;IND
CANETE;2021;250. OLGA PAMELA SALGADO MOLINA;PR;3647;37.37;;K
CANETE;2021;251. JORGE RADONICH BARRA;RN;6111;62.63;Electo;XX
CHIGUAYANTE;2021;250. ANTONIO RIVAS VILLALOBOS;PS;15048;49.98;Electo;K
CHIGUAYANTE;2021;251. JESSICA FLORES REYES;IND;4614;15.33;;XX
CHIGUAYANTE;2021;252. JORGE CARLOS LOZANO ZAPATA;IND;10444;34.69;;IND
CONCEPCION;2021;250. CAMILA ALONDRA POLIZZI FONCECA;IND;6625;8.33;;XS
CONCEPCION;2021;251. ALVARO ORTIZ VERA;PDC;30000;37.71;Electo;XU
CONCEPCION;2021;252. MARLENE PEREZ CARTES;IND;17820;22.4;;XX
CONCEPCION;2021;253. ERIC PINTO VIGUERA;IND;5821;7.32;;XZ
CONCEPCION;2021;254. CAMILO ALEJANDRO RIFFO QUINTANA;IND;19280;24.24;;IND
CONTULMO;2021;250. DIEGO EDUARDO IBAÑEZ BURGOS;PRO;344;10.18;;XU
CONTULMO;2021;251. MAURICIO LEBRECHT SPERBERG;UDI;1440;42.6;;XX
CONTULMO;2021;252. CARLOS ARTURO LEAL NEIRA;IND;1596;47.22;Electo;IND
CORONEL;2021;250. LUIS ANDRES CHAMORRO BARRIENTOS;REPUBLICA.;1427;3.78;;XO
CORONEL;2021;251. LUIS ARTURO RODRIGUEZ CAMPOS;RN;1354;3.58;;XX
CORONEL;2021;252. JOSE SUAZO MUÑOZ;IND;4315;11.42;;IND
CORONEL;2021;253. BORIS FELIPE CHAMORRO REBOLLEDO;IND;22554;59.69;Electo;IND
CORONEL;2021;254. GONZALO OSORIO RIOSECO;IND;8137;21.53;;IND
CURANILAHUE;2021;250. LUIS GENGNAGEL GUTIERREZ;IND;5284;43.05;;XX
CURANILAHUE;2021;251. ALEJANDRA BURGOS BIZAMA;IND;6989;56.95;Electo;IND
FLORIDA;2021;250. JORGE ELIECER ROA VILLEGAS;PDC;1733;41.68;Electo;XU
FLORIDA;2021;251. CRISTIAN LEONARDO PEÑA PASTEN;RN;1570;37.76;;XX
FLORIDA;2021;252. LUIS TORRES GAMBOA;IND;855;20.56;;IND
HUALPEN;2021;250. MIGUEL RIVERA MORALES;PPD;7433;21.85;Electo;K
HUALPEN;2021;251. HECTOR RAUL TORRES FUENTES;PCCH;1044;3.07;;M
HUALPEN;2021;252. MARCELA MAKARENA WEBER JARA;REPUBLICA.;528;1.55;;XO
HUALPEN;2021;253. ORNELLA BELIA CONCHA HERMOSILLA;RD;2183;6.42;;XS
HUALPEN;2021;254. GABRIEL TORRES HERMOSILLA;IND;5041;14.82;;XX
HUALPEN;2021;255. SANDRA TATIANA VELASQUEZ PALMA;PH;474;1.39;;XY
HUALPEN;2021;256. CLAUDIO PRADENA BARRIENTOS;IND;1744;5.13;;XZ
HUALPEN;2021;257. ISMAEL IGNACIO OLMOS ALARCON;IND;6637;19.51;;IND
HUALPEN;2021;258. KATHERINE TORRES MACHUCA;IND;6362;18.71;;IND
HUALPEN;2021;259. JUAN GUILLERMO CRUZ RIVERA;IND;2566;7.54;;IND
HUALQUI;2021;250. ERIKA MONTOYA LLANOS;IND;2767;29.04;;K
HUALQUI;2021;251. JORGE ALEJANDRO CONTANZO BRAVO;IND;6760;70.96;Electo;IND
LAJA;2021;250. ERNESTO DEL ROSARIO FICA TOLEDO;PCCH;197;2.04;;M
LAJA;2021;251. JOSE JOAQUIN SANHUEZA VILLAMAN;IND;526;5.45;;XU
LAJA;2021;252. VLADIMIR FICA TOLEDO;RN;2872;29.75;;XX
LAJA;2021;253. ROBERTO ELIAS QUINTANA INOSTROZA;IND;5251;54.4;Electo;IND
LAJA;2021;254. HECTOR PEREZ AGUAYO;IND;745;7.72;;IND
LAJA;2021;255. ALEX ADRIAN OSSES OSSES;IND;62;0.64;;IND
LEBU;2021;250. CRISTIAN ABEL JORGE PEÑA MORALES;IND;6744;72.72;Electo;XU
LEBU;2021;251. MARCELA ALEJANDRA TIZNADO FERNANDEZ;IND;2530;27.28;;XX
LOS ALAMOS;2021;250. VIVIANA OLAVE ROSALES;PS;1319;16.29;;K
LOS ALAMOS;2021;251. PABLO VEGAS VERDUGO;UDI;3704;45.75;Electo;XX
LOS ALAMOS;2021;252. PEDRO PABLO VALENZUELA CASTRO;IND;142;1.75;;XZ
LOS ALAMOS;2021;253. PAOLA MELITA VINETT;IND;2282;28.18;;IND
LOS ALAMOS;2021;254. ALVARO ALONSO ALARCON JEREZ;IND;650;8.03;;IND
LOS ANGELES;2021;250. ESTEBAN EDUARDO KRAUSE SALAZAR;PR;36579;77.25;Electo;K
LOS ANGELES;2021;251. BRUNO VYHMEISTER LOPEZ;UDI;10772;22.75;;XX
LOTA;2021;250. MAURICIO VELASQUEZ VALENZUELA;IND;5692;26.94;;K
LOTA;2021;251. TAMARA ANGELICA CONCHA CABRERA;PCCH;2944;13.93;;M
LOTA;2021;252. CARLA JAZMINA CEBALLOS SANTIBAÑEZ;EVOPOLI;2415;11.43;;XX
LOTA;2021;253. CARLOS EUGENIO OLAVE GARRIDO;IND;1829;8.66;;IND
LOTA;2021;254. PATRICIO MARCHANT ULLOA;IND;8250;39.04;Electo;IND
MULCHEN;2021;250. JORGE ALBERTO RIVAS FIGUEROA;PDC;4636;48.03;Electo;XU
MULCHEN;2021;251. GUILLERMO BREVIS PEREIRA;RN;791;8.2;;XX
MULCHEN;2021;252. JOSE LUIS ULLOA MORGENSTERN;IND;3909;40.5;;IND
MULCHEN;2021;253. SANDRA EUGENIA MARGARITA DUHALDE ARRIAGADA;IND;316;3.27;;IND
NACIMIENTO;2021;250. HUGO INOSTROZA RAMIREZ;PPD;4210;45.38;;K
NACIMIENTO;2021;251. CARLOS TOLOZA SOTO;UDI;5067;54.62;Electo;XX
NEGRETE;2021;250. ALFREDO ALEJANDRO PEÑA PEÑA;PR;2532;54.22;Electo;K
NEGRETE;2021;251. PLACIDO VIDAL BARNACHEA;UDI;2138;45.78;;XX
PENCO;2021;250. VICTOR HUGO FIGUEROA REBOLLEDO;PDC;13422;70.58;Electo;XU
PENCO;2021;251. HECTOR GUILLERMO PEÑAILILLO NUÑEZ;UDI;5596;29.42;;XX
QUILACO;2021;250. PABLO ANTONIO URRUTIA MALDONADO;IND;1330;56;Electo;XU
QUILACO;2021;251. FREDY BARRUETO VIVEROS;IND;1045;44;;XX
QUILLECO;2021;250. RODRIGO MARIANO TAPIA AVELLO;IND;2404;50.93;Electo;IND
QUILLECO;2021;251. JAIME AURELIO QUILODRAN ACUÑA;IND;2316;49.07;;IND
SAN PEDRO DE LA PAZ;2021;250. ANDREA MUÑOZ ARAYA;PPD;4778;12.48;;K
SAN PEDRO DE LA PAZ;2021;251. DAVID ISRAEL GAETE MEZA;IND;893;2.33;;XO
SAN PEDRO DE LA PAZ;2021;252. JUAN PABLO SPOERER BRITO;EVOPOLI;7617;19.9;;XX
SAN PEDRO DE LA PAZ;2021;253. LUIS JARA ABADIA;IND;2596;6.78;;XZ
SAN PEDRO DE LA PAZ;2021;254. IGNACIO SAPIAIN MARTINEZ;IND;2702;7.06;;IND
SAN PEDRO DE LA PAZ;2021;255. MARIA ANGELICA OJEDA SANHUEZA;IND;4345;11.35;;IND
SAN PEDRO DE LA PAZ;2021;256. JAVIER GUIÑEZ CASTRO;IND;8043;21.01;Electo;IND
SAN PEDRO DE LA PAZ;2021;257. RENE BETANZO GOMEZ;IND;6401;16.72;;IND
SAN PEDRO DE LA PAZ;2021;258. GABRIEL EDUARDO PEREZ BENAVIDES;IND;900;2.35;;IND
SANTA BARBARA;2021;250. DANIEL SEBASTIAN SALAMANCA PEREZ;PDC;2377;52.75;Electo;XU
SANTA BARBARA;2021;251. CRISTIAN OSES ABUTER;RN;2129;47.25;;XX
SANTA JUANA;2021;250. JOCSAN AGUSTIN SANHUEZA VALDEBENITO;PDC;1099;17.06;;XU
SANTA JUANA;2021;251. FRANCISCO SOTO RECABAL;UDI;2492;38.68;;XX
SANTA JUANA;2021;252. ANA ALBORNOZ CUEVAS;IND;2851;44.26;Electo;IND
TALCAHUANO;2021;250. EDUARDO SAAVEDRA BUSTOS;PS;10813;22.24;;K
TALCAHUANO;2021;251. HENRY CAMPOS COA;UDI;14422;29.66;Electo;XX
TALCAHUANO;2021;252. CRISTHIAN LAGOS PALMA;IND;5467;11.24;;XZ
TALCAHUANO;2021;253. LEOCAN PORTUS URBINA;IND;9890;20.34;;IND
TALCAHUANO;2021;254. JUAN CARLOS VENEGAS VILLA;IND;4298;8.84;;IND
TALCAHUANO;2021;255. CRISTIAN CAMPOS JARA;IND;3740;7.69;;IND
TIRUA;2021;250. ANDREA REINAO MILLAHUAL;PPD;1115;26.54;;K
TIRUA;2021;251. JORGE LINCOPI MARIHUEN;UDI;1161;27.64;;XX
TIRUA;2021;252. JOSE LINCO GARRIDO;IND;1925;45.82;Electo;IND
TOME;2021;250. IVONNE RIVAS ORTIZ;PDC;6605;29.44;Electo;XU
TOME;2021;251. LARRY SANDOVAL LARA;UDI;3026;13.49;;XX
TOME;2021;252. SANDRA OLIVA JIMENEZ;IGUALDAD;441;1.97;;XY
TOME;2021;253. ITALO CACERES LIZANA;IND;5139;22.9;;IND
TOME;2021;254. SOLEDAD PORTALES PACHECO;IND;2494;11.12;;IND
TOME;2021;255. LUIS ALEJANDRO MOLINA VEGA;IND;1785;7.96;;IND
TOME;2021;256. EDUARDO AGUILERA AGUILERA;IND;2067;9.21;;IND
TOME;2021;257. CARLOS LOPEZ SANCHEZ;IND;880;3.92;;IND
TUCAPEL;2021;250. CARLOS DE LA CRUZ VARGAS;PS;1267;22.42;;K
TUCAPEL;2021;251. JAIME VELOSO JARA;RN;4383;77.58;Electo;XX
YUMBEL;2021;250. YOLANDA ANGELICA DEL CARMEN ROMERO PEÑA;PDC;1106;11.98;;XU
YUMBEL;2021;251. CRISTIAN KARIN CERRO GARRIDO;IND;1175;12.73;;XY
YUMBEL;2021;252. CARLOS ANDRES PINILLA PINILLA;IND;790;8.56;;IND
YUMBEL;2021;253. JUAN CABEZAS VEGA;IND;2398;25.97;;IND
YUMBEL;2021;254. JOSE AURELIO SAEZ VINET;IND;2567;27.8;Electo;IND
YUMBEL;2021;255. RAUL IVAN VARGAS SANZANA;IND;1197;12.96;;IND
ANGOL;2021;250. EDUARDO FRANCISCO CONTRERAS DIAZ;PR;1836;11.63;;K
ANGOL;2021;251. ENRIQUE NEIRA NEIRA;IND;8570;54.29;Electo;XX
ANGOL;2021;252. SERGIO ANIBAL PAREDES MONTOYA;IND;1694;10.73;;IND
ANGOL;2021;253. ROLANDO GARCES NUÑEZ;IND;607;3.84;;IND
ANGOL;2021;254. AMERICO LANTAÑO MUÑOZ;IND;1296;8.21;;IND
ANGOL;2021;255. OBDULIO SEGUNDO VALDEBENITO BURGOS;IND;1784;11.3;;IND
CARAHUE;2021;250. PEDRO VERA PAREDES;PPD;3112;29.37;;K
CARAHUE;2021;251. GERSON RILDO CAYUQUEO RIQUELME;FREVS;261;2.46;;M
CARAHUE;2021;252. ALEJANDRO SAEZ VELIZ;UDI;4169;39.35;Electo;XX
CARAHUE;2021;253. SAMIR MANUKIAN ZUÑIGA;IND;3054;28.82;;IND
CHOLCHOL;2021;250. MANUEL LEVIO ACUÑA;PPD;404;6.4;;K
CHOLCHOL;2021;251. SILVIA ANIÑIR CURIVIL;UDI;222;3.51;;XX
CHOLCHOL;2021;252. LUIS ALFREDO HUIRILEF BARRA;IND;3007;47.6;Electo;IND
CHOLCHOL;2021;253. VERONICA SALAS CARRASCO;IND;2557;40.48;;IND
CHOLCHOL;2021;254. LUIS RAUL HUENCHULEO GALLEGOS;IND;127;2.01;;IND
COLLIPULLI;2021;250. LEOPOLDO RODOLFO ROSALES NEIRA;PS;1975;24.03;;K
COLLIPULLI;2021;251. EMA LUDGARDA VIDAL DIAZ;REPUBLICA.;517;6.29;;XO
COLLIPULLI;2021;252. MANUEL MACAYA RAMIREZ;IND;3869;47.08;Electo;XX
COLLIPULLI;2021;253. FRANCISCO ANTONIO QUIDULEO CABRERA;IND;1058;12.87;;IND
COLLIPULLI;2021;254. ALEJANDRA CECILIA MALIAN COLLIO;IND;799;9.72;;IND
CUNCO;2021;250. RODRIGO PACHECO BURGOS;PPD;2310;30.05;;K
CUNCO;2021;251. CARLOS OCAMPO HERRERA;IND;1740;22.64;;IND
CUNCO;2021;252. ALFONSO COKE CANDIA;IND;3637;47.31;Electo;IND
CURACAUTIN;2021;250. ANIBAL ALEJANDRO CARRILLO HUAIQUILAF;IND;2418;37.56;;XU
CURACAUTIN;2021;251. DAVID SANDOVAL BEROIZA;RN;523;8.12;;XX
CURACAUTIN;2021;252. VICTOR MANUEL BARRERA BARRERA;IND;3176;49.33;Electo;IND
CURACAUTIN;2021;253. GABRIELA MALDONADO BASTIAS;IND;218;3.39;;IND
CURACAUTIN;2021;254. ALEJANDRA AQUEVEQUE GUERRERO;IND;103;1.6;;IND
CURARREHUE;2021;250. ABEL PAINEFILO BARRIGA;PPD;1916;50.9;Electo;K
CURARREHUE;2021;251. HECTOR CARRASCO RUIZ;RN;1575;41.84;;XX
CURARREHUE;2021;252. GASTON ARRIAGADA SIERRA;PEV;273;7.25;;XZ
ERCILLA;2021;250. VALENTIN ENRIQUE VIDAL HERNANDEZ;IND;1488;41.48;Electo;XU
ERCILLA;2021;251. FREDY AVELLO PEREZ;IND;488;13.6;;XX
ERCILLA;2021;252. LUIS ORELLANA ROCHA;IND;1360;37.91;;IND
ERCILLA;2021;253. RODE ERWIN OBREQUE VILLEGAS;IND;86;2.4;;IND
ERCILLA;2021;254. HERBERT DICKSON PAREDES TOLEDO;IND;165;4.6;;IND
FREIRE;2021;250. LUIS ARMANDO ARIAS LOPEZ;PDC;2683;32.21;Electo;XU
FREIRE;2021;251. JOSE BRAVO BURGOS;RN;2594;31.14;;XX
FREIRE;2021;252. ERWIN ORELLANA SAEZ;IND;1163;13.96;;IND
FREIRE;2021;253. DILON ALVAREZ MORAN;IND;384;4.61;;IND
FREIRE;2021;254. PILAR LAGOS RETAMAL;IND;1505;18.07;;IND
GALVARINO;2021;250. SEGUNDO JOSE MILLALEN PAILLAL;IND;1626;27.9;;M
GALVARINO;2021;251. MARCOS EDGARDO HERNANDEZ ROJAS;IND;2299;39.45;Electo;XU
GALVARINO;2021;252. HANS OSVALDO GONZALEZ ESPINOZA;RN;1902;32.64;;XX
GORBEA;2021;250. JORGE ANDRES ROMERO MARTINEZ;PDC;3767;53;Electo;XU
GORBEA;2021;251. GUIDO SIEGMUND GONZALEZ;UDI;2740;38.55;;XX
GORBEA;2021;252. GERARDO RODRIGUEZ HIDALGO;IND;600;8.44;;IND
LAUTARO;2021;250. RAUL ALBERTO SCHIFFERLI DIAZ;IND;9449;78.45;Electo;XU
LAUTARO;2021;251. FERNANDO JAVIER GARRIDO MERA;RN;795;6.6;;XX
LAUTARO;2021;252. GUILLERMO HERNAN JARAMILLO SALAZAR;IND;1800;14.95;;XY
LONCOCHE;2021;250. JULIA CARES PINEDA;IND;108;1.16;;IND
LONCOCHE;2021;251. SANDRA GRANZOTTO MARDONES;IND;1076;11.54;;IND
LONCOCHE;2021;252. ALEXIS PINEDA RUIZ;IND;3722;39.92;Electo;IND
LONCOCHE;2021;253. NELSON FUENTES ACUÑA;IND;1136;12.18;;IND
LONCOCHE;2021;254. ALBERTO FELIPE VELASQUEZ CASTRO;IND;3282;35.2;;IND
LONQUIMAY;2021;250. NIBALDO ALEGRIA ALEGRIA;IND;3229;50.9;Electo;XU
LONQUIMAY;2021;251. JOSE GUIDO BARRIA OYARZUN;IND;2046;32.25;;XX
LONQUIMAY;2021;252. EVARISTO CURICAL ÑANCO;IND;992;15.64;;IND
LONQUIMAY;2021;253. JORGE BENEDICTO AROCA MELIÑIR;IND;77;1.21;;IND
LOS SAUCES;2021;250. VALESKA SANHUEZA CID;IND;629;15.29;;XU
LOS SAUCES;2021;251. GASTON MELLA ARZOLA;UDI;1777;43.18;Electo;XX
LOS SAUCES;2021;252. PABLO RODRIGUEZ CASTILLO;IND;85;2.07;;IND
LOS SAUCES;2021;253. VICTOR HUGO GONZALEZ RODRIGUEZ;IND;1624;39.47;;IND
LUMACO;2021;250. IRENIA ATARACIA QUINTANA GONZALEZ;PS;1405;28.44;;K
LUMACO;2021;251. CLAUDIO NESTOR MOLINA NAHUELPI;PCCH;199;4.03;;M
LUMACO;2021;252. RICHARD LEONELLI CONTRERAS;IND;2953;59.77;Electo;XX
LUMACO;2021;253. EVANS GREGORIO CURIN HUENCHUÑIR;IND;384;7.77;;IND
MELIPEUCO;2021;250. ALEJANDRO CUMINAO BARROS;IND;1943;52.66;Electo;K
MELIPEUCO;2021;251. EDUARDO NAVARRETE FUENTES;UDI;1207;32.71;;XX
MELIPEUCO;2021;252. MIGUEL ANGEL CERDA VETTER;IND;69;1.87;;IND
MELIPEUCO;2021;253. CARLOS SEPULVEDA MOLINA;IND;471;12.76;;IND
NUEVA IMPERIAL;2021;250. GREGORIANA LLANQUILAY CAYUQUEO TRARUPIL;IND;662;4.95;;M
NUEVA IMPERIAL;2021;251. CESAR HIPOLITO SEPULVEDA HUERTA;PDC;4524;33.85;Electo;XU
NUEVA IMPERIAL;2021;252. MARISOL MUÑOZ CANOBI;UDI;508;3.8;;XX
NUEVA IMPERIAL;2021;253. PAOLA AURORA AGUILERA TORRES;IND;476;3.56;;IND
NUEVA IMPERIAL;2021;254. MIGUEL SUAREZ MOLINA;IND;1882;14.08;;IND
NUEVA IMPERIAL;2021;255. RODRIGO PACHECO AGUILERA;IND;1882;14.08;;IND
NUEVA IMPERIAL;2021;256. CLAUDIA LECERF HENRIQUEZ;IND;3431;25.67;;IND
PADRE LAS CASAS;2021;250. ROBERTO VICENTE MELIQUEO DIEGO;FREVS;1020;5.43;;M
PADRE LAS CASAS;2021;251. EDUARDO VICENCIO SALGADO;PDC;449;2.39;;XU
PADRE LAS CASAS;2021;252. RAUL ROBERTO HENRIQUEZ BURGOS;RN;5620;29.93;;XX
PADRE LAS CASAS;2021;253. DAVID ESPINOZA SALAMANCA;IGUALDAD;1081;5.76;;XY
PADRE LAS CASAS;2021;254. GUSTAVO ADOLFO SATARAIN VALENZUELA;PCC;307;1.63;;YC
PADRE LAS CASAS;2021;255. MARIO GONZALEZ REBOLLEDO;IND;8004;42.63;Electo;IND
PADRE LAS CASAS;2021;256. ALEX MAURICIO HENRIQUEZ ARANEDA;IND;2296;12.23;;IND
PERQUENCO;2021;250. ALEJANDRO SEPULVEDA TAPIA;PPD;2184;57.7;Electo;K
PERQUENCO;2021;251. RICARDO GREEN RIVERA;IND;189;4.99;;IND
PERQUENCO;2021;252. DOMINGO NAHUELCURA ANTILAO;IND;338;8.93;;IND
PERQUENCO;2021;253. LUIS ALBERTO ESCOBAR GALLARDO;IND;1074;28.38;;IND
PITRUFQUEN;2021;250. JORGE JARAMILLO HOTT;PPD;4334;44.68;;K
PITRUFQUEN;2021;251. JACQUELINE ROMERO INZUNZA;RN;4402;45.38;Electo;XX
PITRUFQUEN;2021;252. HUMBERTO CATALAN CANDIA;IND;964;9.94;;IND
PUCON;2021;250. BLANCA EUGENIA BERAUD FERNANDEZ;PDC;1495;14.04;;XU
PUCON;2021;251. CARLOS BARRA MATAMALA;RN;3834;36.01;Electo;XX
PUCON;2021;252. EDITA MANSILLA BARRIA;IND;3643;34.22;;IND
PUCON;2021;253. MARIO PEÑAFIEL ESPINOZA;IND;1675;15.73;;IND
PUREN;2021;250. JORGE RIVERA LEAL;PPD;2277;40.05;Electo;K
PUREN;2021;251. JUAN ALONSO LEVIO;RN;711;12.51;;XX
PUREN;2021;252. BENIGNO QUIÑONES LARA;IND;605;10.64;;IND
PUREN;2021;253. RENATO ALARCON BOISIER;IND;311;5.47;;IND
PUREN;2021;254. SANDRA VALDERRAMA BELTRAN;IND;1663;29.25;;IND
PUREN;2021;255. PEDRO HECTOR ORELLANA MOLINA;IND;118;2.08;;IND
RENAICO;2021;250. MARCELO VELOSO AGUILAR;RN;1496;31.72;;XX
RENAICO;2021;251. ANTONIO JIMENEZ GATICA;IND;453;9.6;;IND
RENAICO;2021;252. JUAN CARLOS REINAO MARILAO;IND;2183;46.28;Electo;IND
