Comuna;Año.de.Elección;Candidato..a.;Sigla.Partido;Votos.Totales;Porcentaje.2021;Electo;Lista
RENAICO;2021;253. PATRICIO BELMAR FUENTES;IND;585;12.4;;IND
SAAVEDRA;2021;250. RICARDO TRIPAINAO CALFULAF;PPD;2973;43.53;;K
SAAVEDRA;2021;251. JUAN DE DIOS PAILLAFIL CALFULEN;IND;3856;56.47;Electo;IND
TEMUCO;2021;250. ROBERTO NEIRA ABURTO;PPD;30323;36.22;Electo;K
TEMUCO;2021;251. MIGUEL ANGEL CORTES IBARRA;IND;5659;6.76;;M
TEMUCO;2021;252. DANIEL SCHMIDT MC LACHLAN;IND;26535;31.7;;XX
TEMUCO;2021;253. JESSICA ALEJANDRA MENDEZ CANAVES;PEV;5721;6.83;;XZ
TEMUCO;2021;254. FELIPE VALDEBENITO LEIVA;IND;15481;18.49;;IND
TEODORO SCHMIDT;2021;250. ALFREDO RIQUELME ARRIAGADA;PPD;2542;38;;K
TEODORO SCHMIDT;2021;251. BALDOMERO SANTOS VIDAL;UDI;2610;39.02;Electo;XX
TEODORO SCHMIDT;2021;252. IRENIO SEGUNDO MONTECINOS HENRIQUEZ;IND;950;14.2;;IND
TEODORO SCHMIDT;2021;253. PATRICIA ANDREA ITURRA APABLAZA;IND;587;8.78;;IND
TOLTEN;2021;250. SANDRA BEATRIZ ALFARO CHAVEZ;PRO;331;7.39;;XU
TOLTEN;2021;251. GUILLERMO MARTINEZ SOTO;UDI;3095;69.08;Electo;XX
TOLTEN;2021;252. JOSE ORMEÑO TRONCOSO;IND;1054;23.53;;XZ
TRAIGUEN;2021;250. RICARDO SANHUEZA PIRCE;IND;3738;51.77;Electo;K
TRAIGUEN;2021;251. LUIS ALVAREZ VALENZUELA;IND;3482;48.23;;XX
VICTORIA;2021;250. JORGE SAFFIRIO ESPINOZA;PDC;1520;12.2;;XU
VICTORIA;2021;251. HUGO MONSALVES CASTILLO;IND;3803;30.51;;XX
VICTORIA;2021;252. JAVIER ALEJANDRO JARAMILLO SOTO;IND;5070;40.68;Electo;IND
VICTORIA;2021;253. ARIEL GUZMAN ITURRA;IND;2070;16.61;;IND
VILCUN;2021;250. SUSANA AGUILERA VEGA;PPD;4131;38.3;;K
VILCUN;2021;251. KATHERINNE MIGUELES MUÑOZ;RN;5120;47.46;Electo;XX
VILCUN;2021;252. LUIS ESTEBAN FIGUEROA HUECHO;IND;1536;14.24;;IND
VILLARRICA;2021;250. MANUEL ANTONIO ANSALDO HILL;IND;549;2.93;;M
VILLARRICA;2021;251. RUBEN ALEX ESPARZA JARA;PNC;850;4.54;;XE
VILLARRICA;2021;252. INGRID ELIANA PRAMBS KLOCKER;PDC;2298;12.27;;XU
VILLARRICA;2021;253. RONAL SEIFFERT AGUILERA;RN;5123;27.36;;XX
VILLARRICA;2021;254. GERMAN VERGARA LAGOS;IND;6199;33.11;Electo;IND
VILLARRICA;2021;255. ALEJANDRA AILLAPAN HUIRIQUEO;IND;3704;19.78;;IND
CORRAL;2021;250. MARILA BARRIENTOS TRIVIÑOS;PPD;725;22.67;;K
CORRAL;2021;251. VIOLETA DEL CARMEN PEREZ PAVIE;IND;71;2.22;;M
CORRAL;2021;252. ROSIEL ENRIQUE GONZALEZ GALINDO;IND;101;3.16;;XS
CORRAL;2021;253. JESICA BARRIENTOS DURAN;EVOPOLI;215;6.72;;XX
CORRAL;2021;254. JUAN MANUEL GALINDO LAVADOS;IND;941;29.42;;IND
CORRAL;2021;255. MIGUEL ENRIQUE HERNANDEZ MELLA;IND;1145;35.8;Electo;IND
FUTRONO;2021;250. SARITA JARAMILLO ARISMENDI;PPD;2188;37.52;;K
FUTRONO;2021;251. JOSE CLENARDO ALVARADO CUEVAS;IND;935;16.03;;XS
FUTRONO;2021;252. CLAUDIO LAVADO CASTRO;UDI;2708;46.44;Electo;XX
LA UNION;2021;250. ANDRES REINOSO CARRILLO;PS;5843;44.09;Electo;K
LA UNION;2021;251. ALDO RODRIGO PINUER SOLIS;IND;4753;35.87;;XX
LA UNION;2021;252. SATURNINO CASIMIRO QUEZADA SOLIS;IND;2655;20.04;;IND
LAGO RANCO;2021;250. JORGE FIGUEROA FUENTES;PPD;805;20.91;;K
LAGO RANCO;2021;251. MIGUEL MEZA SHWENKE;RN;3044;79.09;Electo;XX
LANCO;2021;250. JUAN ROCHA AGUILERA;PS;2764;41.28;Electo;K
LANCO;2021;251. ROLANDO PEÑA RIQUELME;RN;2120;31.66;;XX
LANCO;2021;252. WILSON CANTERO MICHILLANCA;PEV;222;3.32;;XZ
LANCO;2021;253. JAIME NIBALDO GARRIDO RAMOS;IND;301;4.5;;IND
LANCO;2021;254. MARCELA OLIVERA MONTERO;IND;1289;19.25;;IND
LOS LAGOS;2021;250. ALDO EMILIO RETAMAL ARRIAGADA;PCCH;3981;55.02;Electo;M
LOS LAGOS;2021;251. HUGO SEGUNDO SILVA SANCHEZ;RN;1367;18.89;;XX
LOS LAGOS;2021;252. SAMUEL IVAN TORRES SEPULVEDA;IND;1887;26.08;;IND
MAFIL;2021;250. CLAUDIO DAVID SEPULVEDA MIRANDA;PPD;1552;43.74;Electo;K
MAFIL;2021;251. LEONARDO ALEJANDRO MUÑOZ VALLEJOS;IND;717;20.21;;M
MAFIL;2021;252. GUILLERMO SOTO ORTEGA;RN;1279;36.05;;XX
MARIQUINA;2021;250. PAMELA DORNEMANN ROJAS;IND;3138;38.11;;K
MARIQUINA;2021;251. GUILLERMO ROLANDO MITRE GATICA;IND;3210;38.98;Electo;XX
MARIQUINA;2021;252. ERWIN CONRADO PACHECO AYALA;IND;1886;22.91;;IND
PAILLACO;2021;250. JOSE TEOBALDO ARAVENA PEREZ;PCCH;3046;36.61;;M
PAILLACO;2021;251. RUTH LUCY CASTILLO PRIETO;PDC;1182;14.21;;XU
PAILLACO;2021;252. MARIO SCHMEISSER MUÑOZ;RN;756;9.09;;XX
PAILLACO;2021;253. MIGUEL ANGEL CARRASCO GARCIA;IND;3335;40.09;Electo;IND
PANGUIPULLI;2021;250. RODRIGO FERNANDO VALDIVIA ORIAS;PS;3141;26.57;;K
PANGUIPULLI;2021;251. RODRIGO ALONSO MANZANO BARRIENTOS;PCCH;597;5.05;;M
PANGUIPULLI;2021;252. PABLO ALEJANDRO SANDOVAL JARA;IND;2092;17.7;;XX
PANGUIPULLI;2021;253. SANDRA ERIKA AÑUAL HENRIQUEZ;IND;2275;19.25;;IND
PANGUIPULLI;2021;254. PEDRO JAVIER BURGOS VASQUEZ;IND;3716;31.44;Electo;IND
RIO BUENO;2021;250. DIEGO FLORES VERA;PS;2854;27.38;;K
RIO BUENO;2021;251. CARLOS ANDRES BURGOS MARTINEZ;RD;914;8.77;;XS
RIO BUENO;2021;252. CAROLINA ANDREA SILVA PEREZ;IND;3384;32.47;Electo;XX
RIO BUENO;2021;253. ALVARO JOSE RAMIREZ MEDINA;IND;1111;10.66;;IND
RIO BUENO;2021;254. VICTOR DOMINGO VIDAL MUJICA;IND;2160;20.72;;IND
VALDIVIA;2021;250. CARLA ANDREA AMTMANN FECCI;RD;29226;49.39;Electo;XS
VALDIVIA;2021;251. GONZALO ESPINOZA PEREZ;PDC;2892;4.89;;XU
VALDIVIA;2021;252. OMAR SABAT GUZMAN;IND;14016;23.69;;XX
VALDIVIA;2021;253. CESAR COLLAO ALVAREZ;IND;5037;8.51;;XZ
VALDIVIA;2021;254. FELIPE ANDRES RIFFO MAECHEL;IND;7997;13.52;;IND
ANCUD;2021;250. JOSE IVAN BARRIA BARRIA;PRO;516;3.4;;XU
ANCUD;2021;251. ALIRO CAIMAPO OYARZO;UDI;1380;9.1;;XX
ANCUD;2021;252. RICARDO LAGNO CRUCES;IND;1168;7.7;;IND
ANCUD;2021;253. CARLOS GOMEZ MIRANDA;IND;5809;38.32;Electo;IND
ANCUD;2021;254. ANDRES OJEDA CARE;IND;5723;37.75;;IND
ANCUD;2021;255. SELIM BARRIA BARRIA;IND;565;3.73;;IND
CALBUCO;2021;250. MARIA TRANSITO VELASQUEZ CAICO;IND;400;3.15;;XS
CALBUCO;2021;251. MARCO SILVA MALDONADO;PDC;2303;18.16;;XU
CALBUCO;2021;252. PEDRO ENRIQUE YAÑEZ URIBE;IND;2096;16.52;;XX
CALBUCO;2021;253. JUAN FRANCISCO CALBUCOY GUERRERO;IND;3272;25.8;Electo;IND
CALBUCO;2021;254. TANIA BERMUDEZ OYARZO;IND;576;4.54;;IND
CALBUCO;2021;255. JUAN CARLOS MANSILLA VILLARROEL;IND;452;3.56;;IND
CALBUCO;2021;256. JAIME ANDRES CARDENAS ALVARADO;IND;1691;13.33;;IND
CALBUCO;2021;257. PAULINO DIAZ RUIZ;IND;991;7.81;;IND
CALBUCO;2021;258. FELIPE MALUENDA ARAYA;IND;903;7.12;;IND
CASTRO;2021;250. MARCELO MALAGUEÑO MAIRA;PR;4390;30.06;;K
CASTRO;2021;251. JUAN EDUARDO VERA SANHUEZA;IND;10215;69.94;Electo;XX
CHAITEN;2021;250. PEDRO RONNY VASQUEZ CELEDON;IND;1223;51.58;Electo;K
CHAITEN;2021;251. MARIA CLARA LAZCANO FERNANDEZ;RN;1148;48.42;;XX
CHONCHI;2021;250. CAROLA CHAMIA DIAZ;PDC;1222;19.03;;XU
CHONCHI;2021;251. FERNANDO OYARZUN MACIAS;RN;3309;51.52;Electo;XX
CHONCHI;2021;252. PEDRO ANDRADE OYARZUN;IND;1645;25.61;;IND
CHONCHI;2021;253. JOSE NAVARRO OYARZO;IND;247;3.85;;IND
COCHAMO;2021;250. MARCELA CHAVEZ CHAVEZ;PPD;181;8.85;;K
COCHAMO;2021;251. SERGIO DEL CARMEN TELLEZ BARRIA;PRI;240;11.73;;XX
COCHAMO;2021;252. FELIPE CIELORKO BERRIOS;IND;19;0.93;;XZ
COCHAMO;2021;253. ELISEO BAHAMONDE TURRA;IND;513;25.07;;IND
COCHAMO;2021;254. VICTOR ERNESTO VACCARO ESCUDERO;IND;312;15.25;;IND
COCHAMO;2021;255. MARIO MUÑOZ DELGADO;IND;95;4.64;;IND
COCHAMO;2021;256. JESUS SILVERIO MORALES ROSALES;IND;686;33.53;Electo;IND
CURACO DE VELEZ;2021;250. JAVIERA YAÑEZ REBOLLEDO;IND;1391;58.89;Electo;K
CURACO DE VELEZ;2021;251. VICTOR ILNAO ILNAO;IND;971;41.11;;XX
DALCAHUE;2021;250. RAMIRO DEL CARMEN BARRIA BORQUEZ;PR;499;8.98;;K
DALCAHUE;2021;251. JUAN HIJERRA SERON;IND;2692;48.46;Electo;XX
DALCAHUE;2021;252. JUAN CARLOS SOTO CARDENAS;IND;2364;42.56;;IND
FRESIA;2021;250. FABIAN IGNACIO NAIL ALVAREZ;IND;582;10.35;;XS
FRESIA;2021;251. JOSE MIGUEL CARDENAS BARRIA;PDC;2592;46.09;Electo;XU
FRESIA;2021;252. CESAR NEGRON BARRIA;RN;2450;43.56;;XX
FRUTILLAR;2021;250. CESAR HUENUQUEO MALDONADO;PS;4538;58.04;Electo;K
FRUTILLAR;2021;251. CLAUS LINDEMANN VIERTH;RN;3281;41.96;;XX
FUTALEUFU;2021;250. JUAN GATICA BARRIENTOS;PR;95;5.88;;K
FUTALEUFU;2021;251. PATRICIA AGUILA ROSAS;IND;65;4.02;;XX
FUTALEUFU;2021;252. ALEJANDRO AVELLO BASCUR;IND;787;48.73;Electo;IND
FUTALEUFU;2021;253. FERNANDO GRANDON DOMKE;IND;595;36.84;;IND
FUTALEUFU;2021;254. MARIA ISABEL NAVARRETE ORTEGA;IND;73;4.52;;IND
HUALAIHUE;2021;250. VICTOR RENE SALAZAR ZARATE;IND;140;3.2;;XS
HUALAIHUE;2021;251. SERGIO ANTIÑIRRE GALLARDO;PDC;543;12.4;;XU
HUALAIHUE;2021;252. FELIX EDUARDO VARGAS COTIART;RN;832;19;;XX
HUALAIHUE;2021;253. CRISTINA ESPINOZA OJEDA;IND;2165;49.45;Electo;IND
HUALAIHUE;2021;254. ROLANDO URIBE RUIZ;IND;698;15.94;;IND
LLANQUIHUE;2021;250. VICTOR RUBEN ANGULO MUÑOZ;PDC;4682;67.11;Electo;XU
LLANQUIHUE;2021;251. JUAN ANDRADE BARRIA;RN;652;9.34;;XX
LLANQUIHUE;2021;252. FRANCISCO JAVIER VASQUEZ ALMONACID;IND;1643;23.55;;IND
LOS MUERMOS;2021;250. ANTONIO GALLARDO CAILEO;IND;2981;45.17;;K
LOS MUERMOS;2021;251. SERGIO HAEGER YUNGE;UDI;3618;54.83;Electo;XX
MAULLIN;2021;250. JORGE JOHN WESTERMEIER ESTRADA;PDC;3008;46.09;;XU
MAULLIN;2021;251. NABIH SOZA CARDENAS;IND;3518;53.91;Electo;XX
OSORNO;2021;250. EMETERIO CARRILLO TORRES;PDC;18855;37.8;Electo;XU
OSORNO;2021;251. XIMENA ACUÑA MANSILLA;RN;14602;29.27;;XX
OSORNO;2021;252. OSVALDO HERNANDEZ KRAUSE;IND;9238;18.52;;IND
OSORNO;2021;253. MARCELO ALEJANDRO ANUCH MEDINA;IND;7184;14.4;;IND
PALENA;2021;250. RICARDO SOTO SAID;PDC;141;11.8;;XU
PALENA;2021;251. JULIO DELGADO RETAMAL;RN;358;29.96;Electo;XX
PALENA;2021;252. JAIME CHAVEZ ALARCON;IND;342;28.62;;IND
PALENA;2021;253. WILLY OCTAVIO ROSAS DELGADO;IND;354;29.62;;IND
PUERTO MONTT;2021;250. GERVOY PAREDES ROJAS;PS;36635;52.25;Electo;K
PUERTO MONTT;2021;251. RODRIGO WAINRAIHGT GALILEA;RN;33474;47.75;;XX
PUERTO OCTAY;2021;250. GERARDO AUGUSTO GUNCKEL ARRIAGADA;IND;2006;50.9;Electo;K
PUERTO OCTAY;2021;251. MARIA ELENA OJEDA BETANCOURT;UDI;1935;49.1;;XX
PUERTO VARAS;2021;250. VICTOR NAIL ALVARADO;PS;2557;12.84;;K
PUERTO VARAS;2021;251. RAMON BAHAMONDE CEA;IND;3301;16.58;;IND
PUERTO VARAS;2021;252. VICTOR HUGO IRRIBARRA VILLAGRAN;IND;610;3.06;;IND
PUERTO VARAS;2021;253. LUIS BECERRA VARGAS;IND;2474;12.43;;IND
PUERTO VARAS;2021;254. RENATO AICHELE HORN;IND;5290;26.57;;IND
PUERTO VARAS;2021;255. TOMAS GARATE SILVA;IND;5677;28.51;Electo;IND
PUQUELDON;2021;250. JOSE RODRIGO OJEDA CARDENAS;IND;1119;46.53;Electo;XU
PUQUELDON;2021;251. ALEJANDRO CARDENAS QUEZADA;IND;563;23.41;;XX
PUQUELDON;2021;252. ELSON NOLBERTO CARCAMO BARRIA;IND;478;19.88;;IND
PUQUELDON;2021;253. RODRIGO RUIZ DIAZ;IND;245;10.19;;IND
PURRANQUE;2021;250. ISIDORO RODOLFO BARQUIN PARDO;IND;2565;34.32;;XE
PURRANQUE;2021;251. CESAR IVAN CROT VARGAS;PDC;3849;51.5;Electo;XU
PURRANQUE;2021;252. SELMA BETY SILVA OYARZUN;IND;1060;14.18;;XX
PUYEHUE;2021;250. RENATO URIBE MANZANO;PS;2675;48.49;;K
PUYEHUE;2021;251. JIMENA NUÑEZ MORALES;UDI;2842;51.51;Electo;XX
QUEILEN;2021;250. MARCOS PATRICIO VARGAS OYARZUN;PDC;1730;50;Electo;XU
QUEILEN;2021;251. MANUEL GODOY VELASQUEZ;UDI;1166;33.7;;XX
QUEILEN;2021;252. ROMELIO BORQUEZ HIDALGO;IND;564;16.3;;IND
QUELLON;2021;250. CRISTIAN FELIPE OJEDA CHIGUAY;PDC;5449;65.12;Electo;XU
QUELLON;2021;251. PATRICIO ALTAMIRANO BARRIAS;RN;1460;17.45;;XX
QUELLON;2021;252. PAULA ANDREA MILLACURA TORRES;IND;1458;17.43;;IND
QUEMCHI;2021;250. LUIS MACIAS DEMARCHI;IND;2124;52.85;Electo;K
QUEMCHI;2021;251. GUSTAVO LOBOS MARIN;UDI;1254;31.2;;XX
QUEMCHI;2021;252. PATRICIO JAVIER BARRIA ALVAREZ;IND;641;15.95;;IND
QUINCHAO;2021;250. SERGIO AGUERO DIAZ;IND;1146;27.9;;K
QUINCHAO;2021;251. WASHINGTON ULLOA VILLARROEL;UDI;915;22.27;;XX
QUINCHAO;2021;252. RENE GARCES ALVAREZ;IND;2047;49.83;Electo;IND
RIO NEGRO;2021;250. CLAUDIA PAILALEF MONTIEL;PS;1925;31.74;;K
RIO NEGRO;2021;251. SEBASTIAN CRUZAT CARCAMO;RN;2487;41.01;Electo;XX
RIO NEGRO;2021;252. MARCOS GUZMAN VARGAS;IND;293;4.83;;IND
RIO NEGRO;2021;253. CLAUDIO GAVILAN DIAZ;IND;1360;22.42;;IND
SAN JUAN DE LA COSTA;2021;250. BERNARDO CANDIA HENRIQUEZ;PDC;1548;39.84;Electo;XU
SAN JUAN DE LA COSTA;2021;251. MARGOT BARRIENTOS MOLINA;IND;1160;29.85;;IND
SAN JUAN DE LA COSTA;2021;252. PROSPERINA QUEUPUAN CHEUQUIAN;IND;1178;30.31;;IND
SAN PABLO;2021;250. ELIAS HUANQUILEN ANCATRIPAY;PS;1636;32.92;;K
SAN PABLO;2021;251. JUAN CARLOS SOTO CAUCAU;RN;2561;51.53;Electo;XX
SAN PABLO;2021;252. ENRIQUE CARDENAS CHANDIA;IND;573;11.53;;IND
SAN PABLO;2021;253. BRENDA JARA SEPULVEDA;IND;200;4.02;;IND
AYSEN;2021;250. JULIO ESTEBAN CONFUCIO URIBE ALVARADO;IND;4167;44.81;Electo;K
AYSEN;2021;251. FERNANDO ANDRES MIRANDA MONSALVE;PCCH;217;2.33;;M
AYSEN;2021;252. LUIS MARTINEZ GALLARDO;UDI;4128;44.39;;XX
AYSEN;2021;253. GUIDO JARAMILLO VERA;IND;787;8.46;;IND
CHILE CHICO;2021;250. RICARDO ENRIQUE IBARRA VALDEBENITO;PDC;821;31.11;;XU
CHILE CHICO;2021;251. LILIAN INOSTROZA PARRA;UDI;566;21.45;;XX
CHILE CHICO;2021;252. LUPERCIANO SEGUNDO MUÑOZ GONZALEZ;IND;954;36.15;Electo;IND
CHILE CHICO;2021;253. ERWIN BENEDICTO AGUILA MARIN;IND;298;11.29;;IND
CISNES;2021;250. GLORIA CADAGAN OPAZO;IND;1117;45.11;;K
CISNES;2021;251. FRANCISCO RONCAGLIOLO LEPIO;RN;1162;46.93;Electo;XX
CISNES;2021;252. SONIA NATASHA CAROLINA VARGAS PARADA;IND;197;7.96;;IND
COCHRANE;2021;250. JORGE CALDERON NUÑEZ;PR;1096;59.12;Electo;K
COCHRANE;2021;251. ADA FIGUEROA GALLARDO;RN;758;40.88;;XX
COYHAIQUE;2021;250. JUAN ENRIQUE CATALAN JARA;PCCH;4193;21.86;;M
COYHAIQUE;2021;251. CARLOS GATICA VILLEGAS;PDC;7801;40.68;Electo;XU
COYHAIQUE;2021;252. EUGENIO ALEJANDRO CANALES CANALES;IND;7184;37.46;;XX
GUAITECAS;2021;250. MARCOS SILVA MIRANDA;PPD;423;43.25;Electo;K
GUAITECAS;2021;251. VICTOR CLAUDIO ALVAREZ HEREDIA;IND;56;5.73;;XU
GUAITECAS;2021;252. JUAN CARLOS BARRIA CARDENAS;RN;160;16.36;;XX
GUAITECAS;2021;253. ANITA GLORIA BELLO ABURTO;IND;15;1.53;;IND
GUAITECAS;2021;254. VICTORINO ANTONIO SAAVEDRA GARCIA;IND;324;33.13;;IND
LAGO VERDE;2021;250. CLAUDIA ANDREA VALDES VASQUEZ;PR;330;37.46;;K
LAGO VERDE;2021;251. NELSON OPAZO LOPEZ;UDI;401;45.52;Electo;XX
LAGO VERDE;2021;252. LUIS RAUL OYARZO LONCOCHINO;IND;150;17.03;;IND
OHIGGINS;2021;250. JOSE CLAUDIO FICA GOMEZ;PDC;205;42.62;Electo;XU
OHIGGINS;2021;251. ROBERTO RECABAL CARCAMO;IND;199;41.37;;XX
OHIGGINS;2021;252. HANS LUIS SILVA GOMEZ;IND;77;16.01;;IND
RIO IBANEZ;2021;250. MARCELO SANTANA VARGAS;UDI;1088;69.61;Electo;XX
RIO IBANEZ;2021;251. PAULO CESAR VERA FUENTES;IND;475;30.39;;IND
TORTEL;2021;250. ABEL ALBINO BECERRA VIDAL;IND;181;42;Electo;K
TORTEL;2021;251. MARIA ANGELICA CRUCES CHODIL;EVOPOLI;72;16.71;;XX
TORTEL;2021;252. NELIDA ANDREA MUÑOZ VARGAS;IND;178;41.3;;IND
CABO DE HORNOS;2021;250. PATRICIO FERNANDEZ ALARCON;PDC;449;51.61;Electo;XU
CABO DE HORNOS;2021;251. ANGELA DANIELA BARRIA BARRIENTOS;RN;359;41.26;;XX
CABO DE HORNOS;2021;252. JULIO RAFAEL LORENZO FLANEGA PALMA;IND;62;7.13;;IND
LAGUNA BLANCA;2021;250. FERNANDO OJEDA GONZALEZ;PS;171;38.08;Electo;K
LAGUNA BLANCA;2021;251. NELSON CANIU COLIVORO;UDI;140;31.18;;XX
LAGUNA BLANCA;2021;252. JAIME ARTEAGA VERA;IND;138;30.73;;IND
NATALES;2021;250. JOSE CUYUL ROGEL;PS;267;3.11;;K
NATALES;2021;251. ANA MAYORGA BAHAMONDE;UDI;3008;35.07;;XX
NATALES;2021;252. ANTONIETA OYARZO ALVARADO;IND;5092;59.37;Electo;IND
NATALES;2021;253. FELIPE MUÑOZ MUÑOZ;IND;210;2.45;;IND
PORVENIR;2021;250. MARISOL ANDRADE CARDENAS;PDC;784;32.34;;XU
PORVENIR;2021;251. ANDREA CUEVAS CARDENAS;IND;199;8.21;;XX
PORVENIR;2021;252. MARIO LUIS CARCAMO NORAMBUENA;IND;230;9.49;;IND
PORVENIR;2021;253. JOSE GABRIEL PARADA AGUILAR;IND;1211;49.96;Electo;IND
PRIMAVERA;2021;250. BLAGOMIR FERNANDO BRZTILO AVENDAÑO;PDC;300;55.05;Electo;XU
PRIMAVERA;2021;251. JUAN VERGARA GARAY;IND;242;44.4;;XX
PRIMAVERA;2021;252. PABLO ANDRES TASCON ESPAÑA;IND;3;0.55;;IND
PUNTA ARENAS;2021;250. ARTURO DIAZ VALDERRAMA;IND;13435;28.94;;XS
PUNTA ARENAS;2021;251. CLAUDIO RADONICH JIMENEZ;RN;21879;47.13;Electo;XX
PUNTA ARENAS;2021;252. LUIS RICARDO LEGAZA SOTO;IND;11109;23.93;;IND
RIO VERDE;2021;250. SABINA BALLESTEROS VARGAS;UDI;296;60.78;Electo;XX
RIO VERDE;2021;251. LJUBICA DRPIC IVELICH;IND;191;39.22;;IND
SAN GREGORIO;2021;250. JEANNETTE ISABEL ANDRADE RUIZ;PDC;217;56.66;Electo;XU
SAN GREGORIO;2021;251. EDGAR CARCAMO ALDERETE;IND;166;43.34;;XX
TIMAUKEL;2021;250. MARCOS MARTIC HAROS;RN;169;48.56;;XX
TIMAUKEL;2021;251. LUIS BARRIA ANDRADE;IND;179;51.44;Electo;IND
TORRES DEL PAINE;2021;250. JUAN BARRIA BAHAMONDE;PS;221;19.52;;K
TORRES DEL PAINE;2021;251. ROBERTO CARDENAS SILVA;IND;387;34.19;;XX
TORRES DEL PAINE;2021;252. ANAHI CARDENAS RODRIGUEZ;IND;524;46.29;Electo;IND